"Naziv isplatitelja";"Datum";"Primatelj";"OIB";"Mjesto";"Proračunski korisnik";"Valuta";"Iznos na poziciji";"Pozicija";"Organizacijska klasifikacija";"Programska klasifikacija";"Izvor financiranja";"Ekonomska klasifikacija";"Funkcijska klasifikacija";"Broj računa";"Opis";"Datum računa";"Datum dospijeća";"IBAN";"Poziv na broj"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PERT DOO ILOK, PODRUŽNICA RIJEKA";"42255248046";"RIJEKA";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"309.84";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"49657-1-80";"ILR 1768-185426 - HRANA MATIČNA";"2025-12-02T00:00:00.000Z";"2026-01-01T00:00:00.000Z";"HR5024020061100667440";"HR00 49657-1-80"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PERT DOO ILOK, PODRUŽNICA RIJEKA";"42255248046";"RIJEKA";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"99.95";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"49659-1-80";"ILR 1767-185426 - HRANA MATIČNA";"2025-12-02T00:00:00.000Z";"2026-01-01T00:00:00.000Z";"HR5024020061100667440";"HR00 49659-1-80"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PRISTAV D.O.O. DISKONT KRŠAN";"08557050839";"KRŠAN";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"110.33";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"10849-90-1";"ILR 1817-2577 - HRANA MATIČNA PLACANJE RACUNA 90110849";"2025-12-22T00:00:00.000Z";"2026-01-06T00:00:00.000Z";"HR3524020061100031972";"HR01 1202502-90110849-19"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PRISTAV D.O.O. DISKONT KRŠAN";"08557050839";"KRŠAN";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"81.00";"R0702 Energija";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"322330 Plin";"0912 Osnovno obrazovanje";"10848-90-1";"ILR 1816-2577 - PLIN - PLACANJE RACUNA 90110848";"2025-12-22T00:00:00.000Z";"2026-01-06T00:00:00.000Z";"HR3524020061100031972";"HR01 1202502-90110848-11"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PRISTAV D.O.O. DISKONT KRŠAN";"08557050839";"KRŠAN";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"121.50";"R0702 Energija";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"322330 Plin";"0912 Osnovno obrazovanje";"10766-90-1";"PLACANJE RACUNA 90110766";"2025-12-18T00:00:00.000Z";"2026-01-02T00:00:00.000Z";"HR3524020061100031972";"HR01 1202502-90110766-14"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PRISTAV D.O.O. DISKONT KRŠAN";"08557050839";"KRŠAN";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"368.89";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"10741-90-1";"ILR 1791-2577 - HRANA MATIČNA 90110741";"2025-12-17T00:00:00.000Z";"2026-01-01T00:00:00.000Z";"HR3524020061100031972";"HR01 1202502-90110741-15"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"PRISTAV D.O.O. DISKONT KRŠAN";"08557050839";"KRŠAN";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"35.00";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"10700-90-1";"ILR 1787-2577 - HRANA VOZILIĆI  90110700";"2025-12-16T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR3524020061100031972";"HR01 1202502-90110700-12"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"OMI OBRT ZA PRIJ. PUTNIKA I ROBE-MUŽUL MUŽUL ORLANDO";"93350898928";"KRŠAN";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"1331.10";"R0681-5 Usluge prijevoza";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323190 Ostale usluge za komunikaciju i prijevoz";"0912 Osnovno obrazovanje";"16-2025";"ILR 1833-86070 - PRIJEVOZ UČENIKA OMI 12-2025 Račun 16-2025";"2025-12-29T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR3824020061100363173";"HR00 16-2025"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"VESELICA EDI, VL. OBRTA REMANDEL";"89176533016";"LABIN";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"77.20";"R0714 Ostale usluge";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"323990 Ostale nespomenute usluge";"0912 Osnovno obrazovanje";"2425/SKL1//2";"ILR 1820-172200 - IZRADA KLJUČEVA";"2025-12-27T00:00:00.000Z";"2026-01-30T00:00:00.000Z";"HR3924020061100013373";"HR00 2425-1-2"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"MORAL MESNICA OBRT - BURULČIĆ  MORENO";"GDPR";"";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"572.22";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"543/77/1";"ILR 1822-1147 - MESO 12-20205 - PŠ VINEŽ";"2025-12-28T00:00:00.000Z";"2026-01-21T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"MORAL MESNICA OBRT - BURULČIĆ  MORENO";"GDPR";"";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"220.27";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"544/77/1";"ILR 1821-1147 - MESO 12-2025 - PŠ VOZILIĆI";"2025-12-28T00:00:00.000Z";"2026-01-21T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"MORAL MESNICA OBRT - BURULČIĆ  MORENO";"GDPR";"";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"677.89";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"541/77/1";"ILR 1824-1147 - MESO 12-20256 - PŠ KATURE";"2025-12-28T00:00:00.000Z";"2026-01-19T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"MORAL MESNICA OBRT - BURULČIĆ  MORENO";"GDPR";"";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"2498.83";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"542/77/1";"ILR 1823-1147 - MESO 12-20205 - MATIČNA";"2025-12-28T00:00:00.000Z";"2026-01-19T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"VIDACOMMERC D.O.O.";"31860053829";"LABIN";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"312.83";"R0685-2 Sitni inventar i auto gume";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"3.9.000002 3.VLASTITI PRIHODI--REZULTAT";"322510 Sitni inventar";"0912 Osnovno obrazovanje";"2865-01-91";"ILR 1689-1228 - SI I MAT. ZA ODRŽAVANJE";"2025-11-30T00:00:00.000Z";"2026-01-14T00:00:00.000Z";"HR3824020061100209622";"HR00 2865-01-91"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"VIDACOMMERC D.O.O.";"31860053829";"LABIN";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"154.58";"R0703 Materijal i dijelovi za tekuće i investicijsko održavanje";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"322420 Materijal i dijelovi za tekuće i investicijsko održavanje postrojenja i opreme";"0912 Osnovno obrazovanje";"2865-01-91";"ILR 1689-1228 - SI I MAT. ZA ODRŽAVANJE";"2025-11-30T00:00:00.000Z";"2026-01-14T00:00:00.000Z";"HR3824020061100209622";"HR00 2865-01-91"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DUKAT MLIJEČNA INDUSTRIJA D.D.";"25457712630";"ZAGREB";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"111.06";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"523523-16-1";"ILR 1783-171603 - HRANA VINEŽ";"2025-12-15T00:00:00.000Z";"2026-01-14T00:00:00.000Z";"HR7023600001102649132";"HR11 1043820-998241377"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DUKAT MLIJEČNA INDUSTRIJA D.D.";"25457712630";"ZAGREB";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"221.22";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"526121-16-1";"ILR 1786-171603 - HRANA MATIČNA";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR7023600001102649132";"HR11 1043820-998267996"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DUKAT MLIJEČNA INDUSTRIJA D.D.";"25457712630";"ZAGREB";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"126.69";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"526122-16-1";"ILR 1785-171603 - HRANA KATURE";"2025-12-16T00:00:00.000Z";"2026-01-15T00:00:00.000Z";"HR7023600001102649132";"HR11 1043820-998268003"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DUKAT MLIJEČNA INDUSTRIJA D.D.";"25457712630";"ZAGREB";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"131.96";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"516133-16-1";"ILR 1752-171603 - HRANA KATURE";"2025-12-09T00:00:00.000Z";"2026-01-08T00:00:00.000Z";"HR7023600001102649132";"HR11 1043820-998164496"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DUKAT MLIJEČNA INDUSTRIJA D.D.";"25457712630";"ZAGREB";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"64.46";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"514169-16-1";"ILR 1744-171603 - HRANA VINEŽ";"2025-12-08T00:00:00.000Z";"2026-01-07T00:00:00.000Z";"HR7023600001102649132";"HR11 1043820-998144061"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DUKAT MLIJEČNA INDUSTRIJA D.D.";"25457712630";"ZAGREB";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"162.43";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"514168-16-1";"ILR 1743-171603 - HRANA MATIČNA";"2025-12-08T00:00:00.000Z";"2026-01-07T00:00:00.000Z";"HR7023600001102649132";"HR11 1043820-998144053"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DUKAT MLIJEČNA INDUSTRIJA D.D.";"25457712630";"ZAGREB";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"163.58";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"506690-16-1";"ILR 1699-171603 - HRANA MATIČNA";"2025-12-02T00:00:00.000Z";"2026-01-01T00:00:00.000Z";"HR7023600001102649132";"HR11 1043820-998065870"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DUKAT MLIJEČNA INDUSTRIJA D.D.";"25457712630";"ZAGREB";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"114.09";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"506691-16-1";"ILR 1698-1716503 - HRANA KATURE";"2025-12-02T00:00:00.000Z";"2026-01-01T00:00:00.000Z";"HR7023600001102649132";"HR11 1043820-998065889"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"DUKAT MLIJEČNA INDUSTRIJA D.D.";"25457712630";"ZAGREB";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"82.46";"R0717-1 Materijal i sirovine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"504969-16-1";"ILR 1696-171603 - HRANA VINEŽ";"2025-12-01T00:00:00.000Z";"2025-12-31T00:00:00.000Z";"HR7023600001102649132";"HR11 1043820-998047724"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"AUTOTRANS D.D.";"19819724166";"Cres";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"5549.62";"R0707 Usluge prijevoza";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"323191 Ostale usluge za prijevoz - Autotrans - Rijeka";"0912 Osnovno obrazovanje";"8145-132-1-25";"ILR 1818-183 - PRIJEVOZ UČENIKA 12-2025 - ARRIVA";"2025-12-23T00:00:00.000Z";"2026-01-22T00:00:00.000Z";"HR1023400091110238381";"HR00 8145-132-125"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"AUTOTRANS D.D.";"19819724166";"Cres";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"525.12";"R0681-5 Usluge prijevoza";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"1.1.001    1.OPĆI PRIHODI I PRIMICI";"323191 Ostale usluge za prijevoz - Autotrans - Rijeka";"0912 Osnovno obrazovanje";"8145-132-1-25";"ILR 1818-183 - PRIJEVOZ UČENIKA 12-2025 - ARRIVA";"2025-12-23T00:00:00.000Z";"2026-01-22T00:00:00.000Z";"HR1023400091110238381";"HR00 8145-132-125"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"TRIO I D.O.O.";"47572307588";"BUZET";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"132.68";"R0703 Materijal i dijelovi za tekuće i investicijsko održavanje";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"322410 Materijal i dijelovi za tekuće i investicijsko održavanje građevinskih objekata";"0912 Osnovno obrazovanje";"1010-0014-88";"ILR 1819-52604 - MAT. ZA ODRŽAVANJE";"2025-12-23T00:00:00.000Z";"2026-01-12T00:00:00.000Z";"HR2424020061100396017";"HR11 10103-45713-83"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"MEDIATERM-OBRT ZA INSTALACIJE";"GDPR";"";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"946.25";"R0772 Uređaji, strojevi i oprema za ostale namjene";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002K500001 Kapitalna ulaganja osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"422710 Uređaji";"0912 Osnovno obrazovanje";"69-1-2";"ILR 1832-182281 - KLIMA UREĐAJ - PSIHOLOG";"2025-12-29T00:00:00.000Z";"2026-01-08T00:00:00.000Z";"";"HR99"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"B.ELEKTRONIKA D.O.O.";"06144393646";"RIJEKA";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"33.18";"R0710 Zakupnine i najamnine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"323530 Zakupnine i najamnine za opremu";"0912 Osnovno obrazovanje";"1288/VP/1";"ILR 1756-1635 - NAJAM KOPIRNOG PŠ VINEŽ 11-2025";"2025-12-11T00:00:00.000Z";"2026-01-10T00:00:00.000Z";"HR8124840081101099241";"HR00 1288-2025-11571"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"B.ELEKTRONIKA D.O.O.";"06144393646";"RIJEKA";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"33.18";"R0710 Zakupnine i najamnine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"323530 Zakupnine i najamnine za opremu";"0912 Osnovno obrazovanje";"1289/VP/1";"ILR 1755-1635 - NAJAM KOPIRNOG 11-2025 - PŠ VOZILIĆI";"2025-12-11T00:00:00.000Z";"2026-01-10T00:00:00.000Z";"HR8124840081101099241";"HR00 1289-2025-11571"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"B.ELEKTRONIKA D.O.O.";"06144393646";"RIJEKA";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"163.24";"R0710 Zakupnine i najamnine";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.1.001 5. POTPORE ZA DECENTRALIZIRANE FUNKCIJE OSNOVNOG OBRAZOVANJA";"323530 Zakupnine i najamnine za opremu";"0912 Osnovno obrazovanje";"1290/VP/1";"ILR 1754-1635 - NAJAM KOPIRNOG KATURE 11-2025";"2025-12-11T00:00:00.000Z";"2026-01-10T00:00:00.000Z";"HR8124840081101099241";"HR00 1290-2025-11571"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"I.VEM D.O.O.";"74964279599";"PULA";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"217.70";"R0738 Uredski materijal i ostali materijalni rashodi";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500004 Produženi boravak";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"322110 Uredski materijal";"0912 Osnovno obrazovanje";"3629/1/1";"ILR 1761-760 - UREDSKI MATERIJAL";"2025-12-12T00:00:00.000Z";"2026-01-26T00:00:00.000Z";"HR7123600001101268804";"HR05 27-1662-003629"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"I.VEM D.O.O.";"74964279599";"PULA";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"722.54";"R0738 Uredski materijal i ostali materijalni rashodi";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500004 Produženi boravak";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"322160 Materijal za higijenske potrebe i njegu";"0912 Osnovno obrazovanje";"3628/1/1";"ILR 1760-760 - MAT. ZA HIG. POTREBE I NJEGU";"2025-12-12T00:00:00.000Z";"2026-01-26T00:00:00.000Z";"HR7123600001101268804";"HR05 27-1662-003628"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"I.VEM D.O.O.";"74964279599";"PULA";"OŠ ""IVO LOLA RIBAR"" LABIN";"EUR";"113.34";"R0738 Uredski materijal i ostali materijalni rashodi";"500       03        10590 OSNOVNA ŠKOLA IVO LOLA RIBAR LABIN";"L01 5002A500004 Produženi boravak";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"322190 Ostali materijal za potrebe redovnog poslovanja";"0912 Osnovno obrazovanje";"3557/1/1";"ILR 1740-760 - OSTALI MATERIJALI Plaćanje po računu 3557/1/1";"2025-12-09T00:00:00.000Z";"2026-01-23T00:00:00.000Z";"HR7123600001101268804";"HR05 27-1662-003557"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"TEB POSLOVNO SAVJETOVANJE D.O.O.";"99944170669";"ZAGREB";"OŠ MATIJE VLAČIĆA LABIN";"EUR";"42.00";"R0650-1 Uredski materijal i ostali materijalni rashodi";"500       03        10581 OSNOVNA ŠKOLA MATIJE VLAČIĆA LABIN";"L01 5002A500005 Dodatne aktivnosti učenika i osoblja u školi";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322120 Literatura (publikacije, časopisi, glasila, knjige i ostalo)";"0912 Osnovno obrazovanje";"2025";"MV-ured.mat";"2025-12-29T00:00:00.000Z";"2025-12-29T00:00:00.000Z";"HR5623400091100180787";"HR00 51006"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"JEDINSTVO D.O.O.";"29947239127";"LABIN";"OŠ MATIJE VLAČIĆA LABIN";"EUR";"89.95";"R0636 Uredski materijal i ostali materijalni rashodi";"500       03        10581 OSNOVNA ŠKOLA MATIJE VLAČIĆA LABIN";"L01 5002A500004 Produženi boravak";"4.9.000001 4.PRIHODI ZA POSEBNE NAMJENE - PRIHODI KORISNIKA";"322140 Materijal i sredstva za čišćenje i održavanje";"0912 Osnovno obrazovanje";"80100337";"mv-sred.čiš-ur888";"2025-12-18T00:00:00.000Z";"2026-01-17T00:00:00.000Z";"HR4924020061100387225";"HR01 05280-80100337-10"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"JEDINSTVO D.O.O.";"29947239127";"LABIN";"OŠ MATIJE VLAČIĆA LABIN";"EUR";"485.11";"R0619-1 Materijal i sirovine";"500       03        10581 OSNOVNA ŠKOLA MATIJE VLAČIĆA LABIN";"L01 5002A500003 Financiranje djelatnosti osnovnog školstva";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322240 Namirnice";"0912 Osnovno obrazovanje";"11102371";"mv-prehrana-ur886";"2025-12-11T00:00:00.000Z";"2026-01-19T00:00:00.000Z";"HR4924020061100387225";"HR01 05280-11102371-17"
"GRAD LABIN";"2025-12-30T00:00:00.000Z";"POSLOVNI EDUKATOR D.O.O.";"45065170578";"Kaštel Kambelovac";"OŠ MATIJE VLAČIĆA LABIN";"EUR";"180.00";"R0650-1 Uredski materijal i ostali materijalni rashodi";"500       03        10581 OSNOVNA ŠKOLA MATIJE VLAČIĆA LABIN";"L01 5002A500005 Dodatne aktivnosti učenika i osoblja u školi";"5.9.000001 5. POMOĆI - PRIHODI KORISNIKA GL 02";"322120 Literatura (publikacije, časopisi, glasila, knjige i ostalo)";"0912 Osnovno obrazovanje";"2025";"MV-ured.mat";"2025-12-30T00:00:00.000Z";"2025-12-30T00:00:00.000Z";"HR3824070001100635768";"HR00 2026-01-29"
